Art Unit,Class,Class Title,Subclass From,Subclass To
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,FOR 000,
2835,337,ELECTRICITY: ELECTROTHERMALLY OR THERMALLY ACTUATED SWITCHES,ALL,
2835,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,600,747
2835,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,752,759
2835,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,796,802
2835,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,805,837
2835,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,FOR 102,FOR 110
2836,307,ELECTRICAL TRANSMISSION OR INTERCONNECTION SYSTEMS,ALL,
2836,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,1,19
2836,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,35,270
2836,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,434,437
2836,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,FOR 100,FOR 101
2837,84,MUSIC,ALL,
2837,181,ACOUSTICS,ALL,
2837,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",247,248
2837,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",277,299
2837,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",316,317
2837,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",380,399
2837,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",901,902
2837,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,311,371
2837,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,80,
2837,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,800,
2837,318,ELECTRICITY: MOTIVE POWER SYSTEMS,ALL,
2837,335,"ELECTRICITY: MAGNETICALLY OPERATED SWITCHES, MAGNETS, AND ELECTROMAGNETS",ALL,
2837,336,INDUCTOR DEVICES,5,DIG 2
2837,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,20,34
2837,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,FOR 000,
2837,388,ELECTRICITY: MOTOR CONTROL SYSTEMS,ALL,
2837,984,MUSICAL INSTRUMENTS,ALL,
2838,323,ELECTRICITY: POWER SUPPLY OR REGULATION SYSTEMS,ALL,
2838,363,ELECTRIC POWER CONVERSION SYSTEMS,ALL,
2842,327,"MISCELLANEOUS ACTIVE ELECTRICAL NONLINEAR DEVICES, CIRCUITS, AND SYSTEMS",ALL,
2842,329,DEMODULATORS,ALL,
2842,340,COMMUNICATIONS: ELECTRICAL,FOR 000,
2842,377,"ELECTRICAL PULSE COUNTERS, PULSE DIVIDERS, OR SHIFT REGISTERS: CIRCUITS AND SYSTEMS",ALL,
2843,329,DEMODULATORS,ALL,
2843,330,AMPLIFIERS,ALL,
2843,331,OSCILLATORS,ALL,
2843,332,MODULATORS,ALL,
2843,333,WAVE TRANSMISSION LINES AND NETWORKS,ALL,
2843,334,TUNERS,ALL,
2844,315,ELECTRIC LAMP AND DISCHARGE DEVICES: SYSTEMS,ALL,
2844,326,ELECTRONICAL DIGITAL LOGIC CIRCUITRY,ALL,
2845,341,CODED DATA GENERATION OR CONVERSION,1,17
2845,343,COMMUNICATIONS: RADIO WAVE ANTENNAS,ALL,
2847,174,ELECTRICITY: CONDUCTORS AND INSULATORS,102 R,133 B
2847,174,ELECTRICITY: CONDUCTORS AND INSULATORS,15.1,15.5
2847,174,ELECTRICITY: CONDUCTORS AND INSULATORS,21R,29
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,1,14.0B H
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,135,212
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,17 R,20
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,30,31 S
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,37,69
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,480,507
2848,174,ELECTRICITY: CONDUCTORS AND INSULATORS,95,101.5
2848,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,271,330
2848,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,500,541
2848,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,748,751
2848,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,760,795
2848,361,ELECTRICITY: ELECTRICAL SYSTEMS AND DEVICES,803,804
2851,716,COMPUTER-AIDED DESIGN AND ANALYSIS OF CIRCUITS AND SEMICONDUCTOR MASKS,ALL,
2852,399,ELECTROPHOTOGRAPHY,1,15
2852,399,ELECTROPHOTOGRAPHY,24,360
2852,399,ELECTROPHOTOGRAPHY,411,FOR 000
2853,346,RECORDERS,ALL,
2853,347,INCREMENTAL PRINTING OF SYMBOLIC INFORMATION,ALL,
2854,101,PRINTING,ALL,
2854,199,TYPE CASTING,ALL,
2854,270,SHEET-MATERIAL ASSOCIATING,1.01,22.1
2854,276,TYPESETTING,ALL,
2854,399,ELECTROPHOTOGRAPHY,16,23
2854,399,ELECTROPHOTOGRAPHY,361,410
2854,400,TYPEWRITING MACHINES,ALL,
2855,33,GEOMETRICAL INSTRUMENTS,ALL,
2855,73,MEASURING AND TESTING,ALL,
2855,116,SIGNALS AND INDICATORS,ALL,
2855,374,THERMAL MEASURING AND TESTING,ALL,
2856,177,WEIGHING SCALES,ALL,
2856,968,HOROLOGY,2,977
2857,702,"DATA PROCESSING: MEASURING, CALIBRATING, OR TESTING",1,18
2857,702,"DATA PROCESSING: MEASURING, CALIBRATING, OR TESTING",22,FOR 173
2858,324,ELECTRICITY: MEASURING AND TESTING,ALL,
2859,320,ELECTRICITY: BATTERY OR CAPACITOR CHARGING OR DISCHARGING,ALL,
2859,968,HOROLOGY,FOR 000,
2871,349,"LIQUID CRYSTAL CELLS, ELEMENTS AND SYSTEMS",ALL,
2872,351,"OPTICS: EYE EXAMINING, VISION TESTING AND CORRECTING",41,247
2872,351,"OPTICS: EYE EXAMINING, VISION TESTING AND CORRECTING",FOR 100,FOR 119
2872,359,OPTICAL: SYSTEMS AND ELEMENTS,1,324
2872,359,OPTICAL: SYSTEMS AND ELEMENTS,350,442
2872,359,OPTICAL: SYSTEMS AND ELEMENTS,462,590
2872,359,OPTICAL: SYSTEMS AND ELEMENTS,599,615
2872,359,OPTICAL: SYSTEMS AND ELEMENTS,618,904
2872,359,OPTICAL: SYSTEMS AND ELEMENTS,FOR 100,FOR 150
2874,359,OPTICAL: SYSTEMS AND ELEMENTS,325,332
2875,362,ILLUMINATION,ALL,
2876,235,REGISTERS,ALL,
2876,902,ELECTRONIC FUNDS TRANSFER,ALL,
2877,356,OPTICS: MEASURING AND TESTING,140,
2877,356,OPTICS: MEASURING AND TESTING,142,151
2877,356,OPTICS: MEASURING AND TESTING,153,900
2877,356,OPTICS: MEASURING AND TESTING,2,3
2877,356,OPTICS: MEASURING AND TESTING,30,139
2877,356,OPTICS: MEASURING AND TESTING,4.09,4.1
2877,356,OPTICS: MEASURING AND TESTING,6,27
2877,356,OPTICS: MEASURING AND TESTING,FOR 100,FOR 142
2878,250,RADIANT ENERGY,200,239
2878,250,RADIANT ENERGY,548,578.1
2878,250,RADIANT ENERGY,900,908
2878,250,RADIANT ENERGY,DIG 1,DIG 2
2878,352,OPTICS: MOTION PICTURES,ALL,
2879,313,ELECTRIC LAMP AND DISCHARGE DEVICES,ALL,
2879,314,ELECTRIC LAMP AND DISCHARGE DEVICES: CONSUMABLE ELECTRODES,ALL,
2879,445,ELECTRIC LAMP OR SPACE DISCHARGE,ALL,
2881,250,RADIANT ENERGY,250,251
2881,250,RADIANT ENERGY,281,300
2881,250,RADIANT ENERGY,302,307
2881,250,RADIANT ENERGY,309,326
2881,250,RADIANT ENERGY,396 R,455.11
2881,250,RADIANT ENERGY,489,526
2881,250,RADIANT ENERGY,FOR 000,
2881,850,"SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES, E.G., SCANNING PROBE MICROSCOPY [SPM]",ALL,
2882,353,OPTICS: IMAGE PROJECTORS,ALL,
2882,355,PHOTOCOPYING,ALL,
2883,385,OPTICAL WAVEGUIDES,ALL,
2884,250,RADIANT ENERGY,252.1,271
2884,250,RADIANT ENERGY,301,
2884,250,RADIANT ENERGY,308,
2884,250,RADIANT ENERGY,328,395
2884,250,RADIANT ENERGY,458.1,488.1
2884,250,RADIANT ENERGY,580,591
2884,250,RADIANT ENERGY,909,910
2884,378,X-RAY OR GAMMA RAY SYSTEMS OR DEVICES,ALL,
2891,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.019,E21.021
2891,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 145,FOR 146
2891,977,NANOTECHNOLOGY,ALL,
2892,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.022,E21.024
2892,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 147,FOR 149
2893,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.025,E21.027
2893,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 151,FOR 153
2894,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.028,E21.03
2894,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 154,FOR 156
2895,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.031,E21.033
2895,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 157,FOR 158
2911,D 1,EDIBLE PRODUCTS,ALL,
2911,D 4,BRUSHWARE,ALL,
2911,D 6,FURNISHINGS,354,
2911,D 6,FURNISHINGS,512,574
2911,D 8,TOOLS AND HARDWARE,2,13
2911,D 8,TOOLS AND HARDWARE,330,349
2911,D 8,TOOLS AND HARDWARE,354,359
2911,D 8,TOOLS AND HARDWARE,358,355
2911,D 8,TOOLS AND HARDWARE,363,367
2911,D 8,TOOLS AND HARDWARE,370,381
2911,D 8,TOOLS AND HARDWARE,DIG 1,DIG 10
2911,D10,"MEASURING, TESTING, OR SIGNALLING INSTRUMENTS",104,121
2911,D12,TRANSPORTATION,16.1,
2911,D12,TRANSPORTATION,163,166
2911,D12,TRANSPORTATION,168,170
2911,D12,TRANSPORTATION,173,180
2911,D12,TRANSPORTATION,182,
2911,D12,TRANSPORTATION,184,186
2911,D12,TRANSPORTATION,196,
2911,D12,TRANSPORTATION,214,216
2911,D12,TRANSPORTATION,218,
2911,D12,TRANSPORTATION,221,
2911,D12,TRANSPORTATION,223,345
2911,D12,TRANSPORTATION,402,
2911,D12,TRANSPORTATION,407,411
2911,D12,TRANSPORTATION,420,
2911,D12,TRANSPORTATION,82,133
2911,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",135,139.8
2911,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",154,157
2911,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",162.1,
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",138 C,138.0A D
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",260.1,
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",300,411
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",417,
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",420,461
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",480.1,480.7
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",484.1,496
2911,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",900,902
2911,D18,PRINTING AND OFFICE MACHINERY,34.1,34.9
2911,D18,PRINTING AND OFFICE MACHINERY,35.1,
2911,D20,SALES AND ADVERTISING EQUIPMENT,10,99
2911,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,200,211
2911,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,212,232
2912,D2,APPAREL AND HABERDASHERY,500,643
2912,D2,APPAREL AND HABERDASHERY,865,895
2912,D2,APPAREL AND HABERDASHERY,971,999
2912,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,201,202
2912,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,204,
2912,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,216,217
2912,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,269,270
2912,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,272,302
2912,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,318,329
2912,D 6,FURNISHINGS,315,328
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,401.1,
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,502,
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,504,
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,508,
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,589,641
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,665,697
2912,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,700,710
2912,D 8,TOOLS AND HARDWARE,14,
2912,D 8,TOOLS AND HARDWARE,300,302
2912,D 8,TOOLS AND HARDWARE,305,322
2912,D 8,TOOLS AND HARDWARE,31,32
2912,D 8,TOOLS AND HARDWARE,350,353
2912,D 8,TOOLS AND HARDWARE,382,396
2912,D 8,TOOLS AND HARDWARE,44,50
2912,D 8,TOOLS AND HARDWARE,75,101
2912,D 9,PACKAGES AND CONTAINERS FOR GOODS,414,429
2912,D 9,PACKAGES AND CONTAINERS FOR GOODS,500,575
2912,D 9,PACKAGES AND CONTAINERS FOR GOODS,749,907
2912,D10,"MEASURING, TESTING, OR SIGNALLING INSTRUMENTS",46.1,46.3
2912,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND ORNAMENTS",117,142
2912,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND ORNAMENTS",157,164
2912,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND ORNAMENTS",
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",125,129
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",131,135
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",160,216
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",219,229
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",238.1,239
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",412,416
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",418,419
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",462,480
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",481,484
2912,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",497,511
2912,D15,BUILDING UNITS AND CONSTRUCTION EQUIPMENT,1,5
2912,D15,BUILDING UNITS AND CONSTRUCTION EQUIPMENT,10,91
2913,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,304,314
2913,D 5,TEXTILE OR PAPER YARD GOODS; SHEET MATERIAL,ALL,
2913,D 6,FURNISHINGS,300,314
2913,D 6,FURNISHINGS,329,339
2913,D 6,FURNISHINGS,345,348
2913,D 6,FURNISHINGS,360,407
2913,D 6,FURNISHINGS,595,611
2913,D 6,FURNISHINGS,626,719.4
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,325,330
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,352,361
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,376,386
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,390,395
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,401.2,
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,409,415
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,501,
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,538,545
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,548,557
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,570,
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,584,588
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,642,664
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,698,699
2913,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,900,901
2913,D 8,TOOLS AND HARDWARE,1,
2913,D 8,TOOLS AND HARDWARE,107,
2913,D 8,TOOLS AND HARDWARE,14.1,16
2913,D 8,TOOLS AND HARDWARE,18,20
2913,D 8,TOOLS AND HARDWARE,29.1,30
2913,D 8,TOOLS AND HARDWARE,303,
2913,D 8,TOOLS AND HARDWARE,33,43
2913,D 8,TOOLS AND HARDWARE,51,74
2913,D 9,PACKAGES AND CONTAINERS FOR GOODS,434,499
2913,D10,"MEASURING, TESTING, OR SIGNALLING INSTRUMENTS",1,46
2913,D10,"MEASURING, TESTING, OR SIGNALLING INSTRUMENTS",122,132
2913,D10,"MEASURING, TESTING, OR SIGNALLING INSTRUMENTS",47,103
2913,D12,TRANSPORTATION,1,16
2913,D12,TRANSPORTATION,17,52
2913,D12,TRANSPORTATION,204,213
2913,D12,TRANSPORTATION,406,
2913,D12,TRANSPORTATION,412,419
2913,D12,TRANSPORTATION,421,901
2913,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",100,102
2913,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",110,118
2913,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",122,124
2913,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",158,162
2913,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",163,199
2914,D2,APPAREL AND HABERDASHERY,700,864
2914,D2,APPAREL AND HABERDASHERY,896,970
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,1,200
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,203.1,203.8
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,205,215
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,218,268
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,271.1,271.9
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,303,
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,315,317
2914,D 3,TRAVEL GOODS AND PERSONAL BELONGINGS,900,905
2914,D 6,FURNISHINGS,344,
2914,D 6,FURNISHINGS,355,359
2914,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,323,324
2914,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,331,351
2914,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,362,375
2914,D 7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,402,408
2914,D 9,PACKAGES AND CONTAINERS FOR GOODS,600,748
2914,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND",1,116
2914,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND",200,241
2914,D12,TRANSPORTATION,159,162
2914,D12,TRANSPORTATION,167,
2914,D12,TRANSPORTATION,171,172
2914,D12,TRANSPORTATION,181,
2914,D12,TRANSPORTATION,183,
2914,D12,TRANSPORTATION,187,195
2914,D12,TRANSPORTATION,197,203
2914,D12,TRANSPORTATION,217,
2914,D12,TRANSPORTATION,219,220
2914,D12,TRANSPORTATION,222,
2914,D12,TRANSPORTATION,400,401
2914,D12,TRANSPORTATION,403,405
2914,D15,MACHINES NOT ELSEWHERE SPECIFIED,6,9.3
2914,D18,PRINTING AND OFFICE MACHINERY,14,33
2914,D18,PRINTING AND OFFICE MACHINERY,35,
2914,D18,PRINTING AND OFFICE MACHINERY,51,53
2914,D18,PRINTING AND OFFICE MACHINERY,57,99
2914,D22,"ARMS, PYROTECHNICS, HUNTING AND FISHING EQUIPMENT",ALL,
2914,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,238,243
2914,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,249,258
2914,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,270,313
2914,D24,MEDICAL AND LABORATORY EQUIPMENT,100,209
2914,D24,MEDICAL AND LABORATORY EQUIPMENT,211,234
2914,D25,BUILDING UNITS AND CONSTRUCTION ELEMENTS,1,101
2914,D25,BUILDING UNITS AND CONSTRUCTION ELEMENTS,119,199
2918,D5,TEXTILE OR PAPER GOODS: SHEET MATERIAL,ALL,
2918,D6,FURNISHINGS,340,343
2918,D6,FURNISHINGS,349,353
2918,D6,FURNISHINGS,575,594
2918,D6,FURNISHINGS,612,625
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,213,322
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,387,389
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,396,401
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,416,500
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,503,
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,505,507
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,509,537
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,546,547
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,558,569
2918,D7,EQUIPMENT FOR PREPARING OR SERVING FOOD OR DRINK NOT ELSEWHERE SPECIFIED,571,583
2918,D8,TOOLS AND HARDWARE,102,106
2918,D8,TOOLS AND HARDWARE,17,
2918,D8,TOOLS AND HARDWARE,21,29
2918,D8,TOOLS AND HARDWARE,323,329
2918,D8,TOOLS AND HARDWARE,356,357
2918,D8,TOOLS AND HARDWARE,360,360.1
2918,D8,TOOLS AND HARDWARE,368,369
2918,D8,TOOLS AND HARDWARE,397,499
2918,D9,PACKAGES AND CONTAINERS FOR GOODS,430,433
2918,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND ORNAMENTS",143,156
2918,D11,"JEWELRY, SYMBOLIC INSIGNIA, AND ORNAMENTS",165,183
2918,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",103,109
2918,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",119,121
2918,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",125,134
2918,D13,"EQUIPMENT FOR PRODUCTION, DISTRIBUTION, OR TRANSFORMATION OF ENERGY",144,153
2918,D14,"RECORDING, COMMUNICATION, OR INFORMATION RETRIEVAL EQUIPMENT",251,256
2918,D15,MACHINES NOT ELSEWHERE SPECIFIED,122,199
2918,D16,PHOTOGRAPHY AND OPTICAL EQUIPMENT,100,101
2918,D16,PHOTOGRAPHY AND OPTICAL EQUIPMENT,237,342
2918,D18,PRINTING AND OFFICE SUPPLY,50,
2918,D18,PRINTING AND OFFICE SUPPLY,54,56
2918,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,370,385
2918,D23,ENVIRONMENTAL HEATING AND COOLING; FLUID HANDLING AND SANITARY EQUIPMENT,403,422
2918,D25,BUILDING UNITS AND CONSTRUCTION ELEMENTS,102,111
2918,D27,TOBACCO AND SMOKERS' SUPPLIES,ALL,
3611,40,"CARD, PICTURE, OR SIGN EXHIBITING",ALL,
3611,180,MOTOR VEHICLES,116,164
3611,180,MOTOR VEHICLES,182,207.3
3611,180,MOTOR VEHICLES,218,231
3611,180,MOTOR VEHICLES,233,267
3611,180,MOTOR VEHICLES,36,40
3611,180,MOTOR VEHICLES,400,908
3611,180,MOTOR VEHICLES,6.2,19.3
3611,280,LAND VEHICLES,1,1.5
3611,280,LAND VEHICLES,200,515
3611,280,LAND VEHICLES,28.5,29
3611,280,LAND VEHICLES,3,5.32
3611,280,LAND VEHICLES,7,
3611,280,LAND VEHICLES,827,839
3611,280,LAND VEHICLES,900,DIG 14
3611,280,LAND VEHICLES,FOR 100,FOR 197
3612,293,VEHICLE FENDERS,ALL,
3612,296,LAND VEHICLES: BODIES AND TOPS,ALL,
3612,298,LAND VEHICLES: DUMPING,ALL,
3612,410,FREIGHT ACCOMMODATION ON FREIGHT CARRIER,ALL,
3616,74,MACHINE ELEMENT OR MECHANISM,11,15.88
3616,74,MACHINE ELEMENT OR MECHANISM,388.0P S,
3616,74,MACHINE ELEMENT OR MECHANISM,492,500
3616,180,MOTOR VEHICLES,20,24.13
3616,180,MOTOR VEHICLES,208,217
3616,180,MOTOR VEHICLES,232,
3616,180,MOTOR VEHICLES,268,290
3616,180,MOTOR VEHICLES,311,385
3616,180,MOTOR VEHICLES,41,53.8
