11623641,2011006753,NONE,20070250042A1,20071025,NONE,-1,20130226,Ex Parte Kiemeneij,NONE
11662406,2011001124,NONE,20080019080A1,20080124,NONE,-1,20130226,Ex Parte Naito et al,NONE
11447572,2010008130,NONE,20060230214A1,20061012,NONE,-1,20130226,Ex Parte Byers et al,NONE
11517878,2010007618,NONE,20080065749A1,20080313,NONE,-1,20130226,Ex Parte Kucukyavuz et al,NONE
11525475,2010008822,NONE,20080076191A1,20080327,NONE,-1,20130226,Ex Parte Hall et al,NONE
11526268,2010007135,NONE,20070012052A1,20070118,NONE,-1,20130226,Ex Parte Butler et al,NONE
11540424,2010007136,NONE,20080078685A1,20080403,NONE,-1,20130226,Ex Parte Patterson et al,NONE
11552901,2011013493,NONE,20070053977A1,20070308,NONE,-1,20130226,Ex Parte Lang et al,NONE
11368755,2011012179,NONE,20060199928A1,20060907,NONE,-1,20130226,Ex Parte Tang et al,NONE
11386143,2011013682,NONE,20070221268A1,20070927,NONE,-1,20130226,Ex Parte Hasch,NONE
11400233,2011005187,NONE,20070235504A1,20071011,NONE,-1,20130226,Ex Parte Lahaie et al,NONE
11426133,2011003429,NONE,20070295340A1,20071227,NONE,-1,20130226,Ex Parte Buscemi,NONE
11422903,2011000157,NONE,20070288148A1,20071213,NONE,-1,20130226,Ex Parte Cui et al,NONE
11257731,2010008704,NONE,20070094463A1,20070426,NONE,-1,20130226,Ex Parte Brown et al,NONE
11290729,2010010274,NONE,20070119950A1,20070531,NONE,-1,20130226,Ex Parte Auslander et al,NONE
11293477,2010012549,NONE,20060161841A1,20060720,NONE,-1,20130226,Ex Parte Horiuchi et al,NONE
11318356,2010008708,NONE,20060136683A1,20060622,NONE,-1,20130226,Ex Parte Meyer et al,NONE
11328380,2011005186,NONE,20060165612A1,20060727,NONE,-1,20130226,Ex Parte Beilfuss et al,NONE
11336088,2010010985,NONE,20060116578A1,20060601,NONE,-1,20130226,Ex Parte Grunwald et al,NONE
11155765,2010010540,NONE,20060225128A1,20061005,NONE,-1,20130226,Ex Parte Aittola et al,NONE
11174935,2011003367,NONE,20070073213A1,20070329,NONE,-1,20130226,Ex Parte Brown,NONE
11177657,2010012379,NONE,20060005333A1,20060112,NONE,-1,20130226,Ex Parte Catalfamo et al,NONE
11207306,2010009862,NONE,20060036151A1,20060216,NONE,-1,20130226,Ex Parte Ferre et al,NONE
11243287,2010005384,NONE,20070074850A1,20070405,NONE,-1,20130226,Ex Parte Peschl,NONE
11247443,2010005389,NONE,20060075744A1,20060413,NONE,-1,20130226,Ex Parte Smaling,NONE
11245360,2010007857,NONE,20060028336A1,20060209,NONE,-1,20130226,Ex Parte Glenn et al,NONE
11054210,2012002064,NONE,20050219363A1,20051006,NONE,-1,20130226,Ex Parte Kohler et al,NONE
11063060,2011008854,NONE,20060187324A1,20060824,NONE,-1,20130226,Ex Parte Lin,NONE
11075875,2011002565,NONE,20060201522A1,20060914,NONE,-1,20130226,Ex Parte Sato,NONE
11095441,2010005684,NONE,20060218920A1,20061005,NONE,-1,20130226,Ex Parte Gokhale,NONE
11096579,2010005009,NONE,20060224953A1,20061005,NONE,-1,20130226,Ex Parte Lin et al,NONE
11109218,2010008136,NONE,20060236308A1,20061019,NONE,-1,20130226,Ex Parte Lamb et al,NONE
11100083,2010006759,NONE,20050289175A1,20051229,NONE,-1,20130226,Ex Parte Krishnaprasad et al,NONE
11100217,2011005185,NONE,20060228457A1,20061012,NONE,-1,20130226,Ex Parte Jordan et al,NONE
11101068,2011005963,NONE,20060228586A1,20061012,NONE,-1,20130226,Ex Parte Girt et al,NONE
11110231,2010009274,NONE,20060242233A1,20061026,NONE,-1,20130226,Ex Parte Lyle et al,NONE
11134097,2011006098,NONE,20050262118A1,20051124,NONE,-1,20130226,Ex Parte Witt,NONE
11011356,2010000550,NONE,20060129313A1,20060615,NONE,-1,20130225,Ex Parte Becker et al,NONE
11031151,2011007086,NONE,20060247582A1,20061102,NONE,-1,20130225,Ex Parte Alheidt et al,NONE
11028738,2011013461,NONE,20060170767A1,20060803,NONE,-1,20130225,Ex Parte Brassil,NONE
10852441,2010007402,NONE,20050261949A1,20051124,NONE,-1,20130225,Ex Parte Martin et al,NONE
10880183,2011000815,NONE,20070174114A1,20070726,NONE,-1,20130225,Ex Parte Bigby et al,NONE
10877175,2010004578,NONE,20050288036A1,20051229,NONE,-1,20130225,Ex Parte Brewer et al,NONE
10891938,2010007055,NONE,20060010907A1,20060119,NONE,-1,20130225,Ex Parte Taras et al,NONE
10890690,2010009255,NONE,20060015816A1,20060119,NONE,-1,20130225,Ex Parte Kuehner et al,NONE
10906461,2010009261,NONE,20050129064A1,20050616,NONE,-1,20130225,Ex Parte Mora,NONE
10677087,2011005961,NONE,20050072189A1,20050407,NONE,-1,20130225,Ex Parte Tudryn et al,NONE
10700043,2010012250,NONE,20050092631A1,20050505,NONE,-1,20130225,Ex Parte Campbell et al,NONE
10733033,2011004366,NONE,20050128284A1,20050616,NONE,-1,20130225,Ex Parte Hoffer et al,NONE
10743443,2011013221,NONE,20050145257A1,20050707,NONE,-1,20130225,Ex Parte Barrera,NONE
10768201,2010002713,NONE,20050198206A1,20050908,NONE,-1,20130225,Ex Parte Miller et al,NONE
10753499,2010009174,NONE,20040145781A1,20040729,NONE,-1,20130225,Ex Parte Silverbrook,NONE
10797384,2010008659,NONE,20040202446A1,20041014,NONE,-1,20130225,Ex Parte Namkoong et al,NONE
10786359,2010009631,NONE,20050101889A1,20050512,NONE,-1,20130225,Ex Parte Freeman et al,NONE
10548720,2011011136,NONE,20060217096A1,20060928,NONE,-1,20130225,Ex Parte Le Goff,NONE
10584605,NONE,105862,20090217811A1,20090903,,-1,20130225,Wartmann V. Leeming,NONE
10595033,2011010056,NONE,20060159776A1,20060720,NONE,-1,20130225,Ex Parte Ward,NONE
10597536,2011012415,NONE,20080234577A1,20080925,NONE,-1,20130225,Ex Parte Murkowski et al,NONE
10379210,2010009528,NONE,20030225384A1,20031204,NONE,-1,20130225,Ex Parte Zenker et al,NONE
10411987,2011001819,NONE,20030195837A1,20031016,NONE,-1,20130225,Ex Parte Kostic et al,NONE
10426936,2010012223,NONE,20040220849A1,20041104,NONE,-1,20130225,Ex Parte Lammers et al,NONE
10476175,2010007132,NONE,20040129435A1,20040708,NONE,-1,20130225,Ex Parte Parrish,NONE
10491511,2010007527,NONE,20040216164A1,20041028,NONE,-1,20130225,Ex Parte Hayhurst,NONE
10505931,2010010503,NONE,20050125502A1,20050609,NONE,-1,20130225,Ex Parte Fambon et al,NONE
10523767,2011003977,NONE,20050266140A1,20051201,NONE,-1,20130225,Ex Parte Kastenmayer et al,NONE
10537032,2010000431,NONE,20060159437A1,20060720,NONE,-1,20130225,Ex Parte Miller,NONE
10537566,2010006721,NONE,20060151969A1,20060713,NONE,-1,20130225,Ex Parte Revill et al,NONE
10533108,2010012116,NONE,20050272353A1,20051208,NONE,-1,20130225,Ex Parte Weiland,NONE
9364803,NONE,NONE,US20020116228A1,20020822,7124088,20061017,20130225,LIBERTY MUTUAL INSURANCE CO. v. PROGRESSIVE CASUALTY INSURANCE CO.,CBM201200011
10208361,2012011293,NONE,20030043921A1,20030306,,-1,20130225,Ex Parte Dufour et al,NONE
10208361,2012011293,NONE,20030043921A1,20030306,NONE,-1,20130225,Ex Parte Dufour et al,NONE
10182307,2010011036,NONE,20030226150A1,20031204,NONE,-1,20130225,Ex Parte Berberet et al,NONE
10256227,2011006912,NONE,20040059587A1,20040325,NONE,-1,20130225,Ex Parte Astle et al,NONE
10228196,2010012529,NONE,20040045033A1,20040304,NONE,-1,20130225,Ex Parte Cummings et al,NONE
10307637,2010009066,NONE,20040106393A1,20040603,NONE,-1,20130225,Ex Parte Chowdhury et al,NONE
10282421,2010008815,NONE,20030088677A1,20030508,NONE,-1,20130225,Ex Parte Yamamoto,NONE
10272408,2011013104,NONE,20040078263A1,20040422,NONE,-1,20130225,Ex Parte Altieri,NONE
10346462,2010010089,NONE,20040141085A1,20040722,NONE,-1,20130225,Ex Parte Nickel et al,NONE
12731341,2011009449,NONE,20100179477A1,20100715,NONE,-1,20130225,Ex Parte Valencia Avila et al,NONE
90011438,2012008644,NONE,NONE,-1,NONE,-1,20130225,Ex Parte 5898762 et al,NONE
95001480,2012012469,NONE,NONE,-1,NONE,-1,20130225,Ex Parte 7484382 et al,NONE
12165285,2011010896,NONE,20090322910A1,20091231,NONE,-1,20130225,Ex Parte GEORGIS et al,NONE
12146976,2011002230,NONE,20090005764A1,20090101,NONE,-1,20130225,Ex Parte Knox et al,NONE
